date,region,language,keyword,impressions,clicks,page_load_time_sec,conversions,revenue_usd
2026-03-10,US,EN,running shoes online,19405,1535,1.47,33,2942.49
2026-02-12,US,EN,best marathon sneakers,7572,269,0.95,8,806.58
2026-01-07,APAC,EN,cross-border sports sneakers,15868,656,2.21,5,470.8
2026-02-13,APAC,EN,跑步鞋推荐2026,4821,165,8.31,0,0.0
2026-06-21,APAC,ZH,ランニングシューズ 評価,13614,441,10.81,0,0.0
2026-04-12,US,EN,buy gym shoes,11404,301,0.92,11,905.62
2026-03-09,US,EN,buy gym shoes,13816,477,3.17,8,854.22
2026-05-02,APAC,ZH,跑步鞋推荐2026,19657,684,18.51,0,0.0
2026-03-18,US,EN,best marathon sneakers,2723,162,0.58,5,414.55
2026-02-13,APAC,JP,cross-border sports sneakers,1159,17,10.28,0,0.0
2026-02-09,US,EN,affordable athletic footwear,13218,740,1.46,20,1594.99
2026-06-20,US,EN,discount sports shoes,3306,223,0.95,7,658.54
2026-03-03,US,EN,running shoes online,2311,78,0.58,2,216.12
2026-06-20,US,EN,affordable athletic footwear,5721,253,0.86,7,502.15
2026-05-27,APAC,JP,跑步鞋推荐2026,1717,80,12.3,0,0.0
2026-02-18,APAC,ZH,ランニングシューズ 評価,11417,181,3.77,0,0.0
2026-03-18,US,EN,running shoes online,8172,385,2.55,5,482.59
2026-06-02,APAC,JP,東京 マラソン 靴,18735,573,4.24,3,202.56
2026-02-10,US,EN,discount sports shoes,8187,463,0.74,16,1201.75
2026-01-23,US,EN,discount sports shoes,10208,582,2.66,9,965.83
2026-02-12,US,EN,buy gym shoes,16936,681,2.1,14,1309.03
2026-04-15,US,EN,best marathon sneakers,2063,108,5.26,1,91.84
2026-04-23,APAC,ZH,ランニングシューズ 評価,2563,112,5.79,0,0.0
2026-06-17,US,EN,affordable athletic footwear,10417,666,1.97,13,1359.85
2026-06-07,US,EN,discount sports shoes,13816,784,2.69,10,812.3
2026-06-11,APAC,ZH,ランニングシューズ 評価,4829,112,1.77,1,85.0
2026-04-20,APAC,ZH,ランニングシューズ 評価,13977,280,6.72,0,0.0
2026-05-18,APAC,EN,cross-border sports sneakers,11148,212,6.75,0,0.0
2026-04-15,US,EN,discount sports shoes,6885,176,0.72,6,531.43
2026-03-01,APAC,ZH,耐磨网球鞋,15715,348,18.32,0,0.0
2026-05-09,US,EN,best marathon sneakers,7163,177,1.14,5,421.23
2026-05-20,US,EN,best marathon sneakers,13976,1114,2.06,23,2107.22
2026-06-23,US,EN,buy gym shoes,1578,82,0.58,3,261.76
2026-04-03,APAC,ZH,東京 マラソン 靴,9213,392,5.78,1,126.34
2026-03-16,US,EN,discount sports shoes,8123,454,0.92,15,1400.07
2026-05-25,APAC,ZH,ランニングシューズ 評価,19366,800,3.9,6,481.38
2026-02-27,US,EN,discount sports shoes,7463,275,1.09,9,560.13
2026-02-07,US,EN,affordable athletic footwear,5411,396,1.1,12,902.28
2026-01-06,US,EN,discount sports shoes,16392,913,4.1,9,675.2
2026-05-18,US,EN,discount sports shoes,8693,496,1.58,8,640.01
2026-01-26,APAC,ZH,cross-border sports sneakers,12836,362,2.12,4,312.55
2026-02-27,APAC,JP,ランニングシューズ 評価,15893,706,3.44,4,271.17
2026-01-17,APAC,ZH,ランニングシューズ 評価,2478,49,4.19,0,0.0
2026-02-22,US,EN,buy gym shoes,18627,801,0.83,29,2351.25
2026-01-05,US,EN,buy gym shoes,9123,326,4.47,4,293.35
2026-03-08,APAC,EN,ランニングシューズ 評価,9617,213,6.41,0,0.0
2026-04-17,APAC,EN,跑步鞋推荐2026,13721,218,2.22,1,97.35
2026-05-28,APAC,JP,cross-border sports sneakers,2113,62,2.67,0,0.0
2026-06-28,US,EN,affordable athletic footwear,19603,622,4.02,8,647.41
2026-06-23,US,EN,discount sports shoes,18062,1432,1.51,26,2501.25
2026-03-08,US,EN,best marathon sneakers,15963,1196,1.51,23,2262.77
2026-05-11,US,EN,buy gym shoes,1307,95,1.87,2,143.17
2026-05-31,US,EN,buy gym shoes,7663,515,2.43,10,1035.09
2026-05-17,US,EN,best marathon sneakers,17097,836,1.81,17,1201.62
2026-05-19,US,EN,buy gym shoes,15802,527,0.86,14,1190.0
2026-06-24,US,EN,discount sports shoes,3358,126,1.94,3,306.56
2026-06-26,US,EN,buy gym shoes,10752,432,2.67,7,584.09
2026-06-21,US,EN,best marathon sneakers,8357,185,2.35,3,203.89
2026-04-23,US,EN,affordable athletic footwear,16106,409,5.85,4,376.09
2026-05-21,US,EN,discount sports shoes,19077,395,6.08,2,212.41
2026-05-16,US,EN,affordable athletic footwear,4606,150,0.67,6,465.3
2026-01-22,US,EN,discount sports shoes,13928,1002,1.18,30,2769.79
2026-02-07,US,EN,running shoes online,16245,402,1.0,12,992.99
2026-01-27,APAC,JP,cross-border sports sneakers,5154,162,3.59,1,103.83
2026-01-26,US,EN,buy gym shoes,7221,561,2.05,10,690.71
2026-01-23,US,EN,running shoes online,3833,300,3.13,5,251.52
2026-04-30,US,EN,buy gym shoes,4839,102,1.45,2,131.21
2026-04-13,US,EN,buy gym shoes,907,61,3.0,0,0.0
2026-03-06,US,EN,discount sports shoes,11335,682,0.69,28,2673.05
2026-03-15,US,EN,discount sports shoes,4161,269,1.06,7,647.68
2026-02-16,US,EN,buy gym shoes,636,15,1.15,0,0.0
2026-03-02,APAC,JP,ランニングシューズ 評価,18033,437,1.91,5,406.77
2026-06-23,US,EN,discount sports shoes,2047,161,1.28,4,505.88
2026-05-12,APAC,EN,ランニングシューズ 評価,17429,722,1.76,9,641.35
2026-06-08,US,EN,affordable athletic footwear,6958,364,4.11,3,301.62
2026-01-04,APAC,ZH,耐磨网球鞋,17577,470,4.24,2,170.18
2026-01-29,US,EN,buy gym shoes,11860,700,3.68,10,651.55
2026-03-14,APAC,ZH,ランニングシューズ 評価,6507,263,1.21,3,212.53
2026-03-20,US,EN,best marathon sneakers,18968,1384,0.7,52,4265.21
2026-02-13,US,EN,buy gym shoes,13598,522,1.34,14,1126.49
2026-01-03,US,EN,discount sports shoes,7353,343,1.0,7,610.78
2026-03-20,US,EN,discount sports shoes,5970,395,2.37,8,552.49
2026-05-01,US,EN,discount sports shoes,18328,1345,2.25,21,1817.47
2026-05-19,APAC,EN,跑步鞋推荐2026,4607,118,5.99,0,0.0
2026-05-14,APAC,ZH,ランニングシューズ 評価,6985,213,5.26,1,73.11
2026-02-16,APAC,EN,cross-border sports sneakers,16072,692,6.0,3,272.51
2026-01-07,US,EN,running shoes online,13941,448,3.33,5,335.87
2026-04-25,US,EN,discount sports shoes,5780,325,8.75,1,121.97
2026-04-20,US,EN,running shoes online,8095,444,3.13,7,628.17
2026-03-09,APAC,ZH,耐磨网球鞋,1880,43,4.14,0,0.0
2026-01-01,US,EN,affordable athletic footwear,11355,587,1.0,16,1350.39
2026-03-18,US,EN,affordable athletic footwear,13075,346,1.62,9,840.05
2026-02-12,US,EN,running shoes online,18610,1051,1.34,26,2049.27
2026-06-05,US,EN,buy gym shoes,18805,1116,1.5,28,2374.26
2026-06-06,APAC,JP,cross-border sports sneakers,12024,283,2.67,2,233.88
2026-01-18,APAC,ZH,跑步鞋推荐2026,11383,535,5.09,3,216.8
2026-03-28,APAC,ZH,cross-border sports sneakers,16137,637,1.29,9,660.98
2026-03-14,APAC,EN,cross-border sports sneakers,3436,141,6.47,0,0.0
2026-04-17,US,EN,affordable athletic footwear,8016,256,4.39,2,153.82
2026-01-06,US,EN,discount sports shoes,9552,443,4.0,4,312.11
2026-05-24,APAC,ZH,東京 マラソン 靴,16590,275,3.94,1,83.36
2026-05-09,US,EN,best marathon sneakers,3690,91,5.2,0,0.0
2026-01-22,US,EN,discount sports shoes,9362,662,3.02,7,643.63
2026-02-15,APAC,EN,cross-border sports sneakers,7019,305,3.43,1,91.65
2026-05-31,US,EN,affordable athletic footwear,2814,191,0.85,7,595.0
2026-05-29,US,EN,affordable athletic footwear,15902,435,0.99,15,1084.32
2026-02-20,US,EN,affordable athletic footwear,5197,134,1.02,4,311.03
2026-05-08,APAC,ZH,cross-border sports sneakers,19631,821,6.72,3,238.67
2026-04-05,US,EN,discount sports shoes,11680,323,2.65,4,305.05
2026-02-07,US,EN,discount sports shoes,16470,1098,0.75,47,4161.17
2026-06-05,APAC,JP,耐磨网球鞋,6864,165,6.0,0,0.0
2026-02-13,US,EN,discount sports shoes,6664,527,0.97,14,1462.58
2026-04-01,US,EN,best marathon sneakers,3132,96,0.96,3,290.08
2026-06-16,US,EN,buy gym shoes,742,16,0.92,0,0.0
2026-06-19,US,EN,best marathon sneakers,4726,193,3.46,1,84.6
2026-02-11,US,EN,best marathon sneakers,4167,114,1.38,2,166.03
2026-03-01,US,EN,affordable athletic footwear,8144,560,0.6,21,1616.5
2026-05-06,US,EN,buy gym shoes,8491,536,1.45,11,989.81
2026-02-26,APAC,ZH,東京 マラソン 靴,11621,401,1.82,4,359.66
2026-03-18,APAC,ZH,耐磨网球鞋,10850,387,9.6,1,94.27
2026-04-06,US,EN,affordable athletic footwear,5394,258,1.11,7,588.93
2026-01-07,US,EN,running shoes online,16875,752,3.04,9,694.33
2026-02-20,US,EN,best marathon sneakers,6320,447,3.05,5,434.6
2026-04-21,APAC,ZH,ランニングシューズ 評価,10899,251,2.36,2,146.14
2026-02-01,APAC,EN,跑步鞋推荐2026,13888,209,3.39,1,79.45
2026-01-07,APAC,ZH,ランニングシューズ 評価,6675,256,20.46,0,0.0
2026-03-17,US,EN,affordable athletic footwear,8273,327,2.09,4,325.85
2026-06-17,US,EN,buy gym shoes,536,31,1.22,0,0.0
2026-05-23,APAC,EN,cross-border sports sneakers,3005,139,4.31,0,0.0
2026-02-28,APAC,ZH,東京 マラソン 靴,5216,143,9.3,0,0.0
2026-04-23,US,EN,best marathon sneakers,7362,285,1.24,5,487.5
2026-03-26,US,EN,running shoes online,3052,125,0.53,4,289.54
2026-05-20,US,EN,buy gym shoes,703,18,0.8,0,0.0
2026-03-18,US,EN,affordable athletic footwear,8414,650,0.9,20,1974.7
2026-06-19,APAC,JP,跑步鞋推荐2026,12262,319,9.73,0,0.0
2026-02-08,US,EN,affordable athletic footwear,18300,889,1.09,30,1902.76
2026-03-04,APAC,ZH,東京 マラソン 靴,16509,648,2.42,7,573.35
2026-05-10,US,EN,best marathon sneakers,10286,277,1.52,7,595.0
2026-01-29,US,EN,best marathon sneakers,10812,358,2.27,7,469.24
2026-03-02,APAC,ZH,ランニングシューズ 評価,18669,651,6.73,2,149.71
2026-01-29,APAC,ZH,跑步鞋推荐2026,5608,195,8.6,0,0.0
2026-02-07,APAC,JP,跑步鞋推荐2026,1898,74,3.38,0,0.0
2026-01-07,US,EN,buy gym shoes,15731,620,0.64,22,1212.24
2026-01-30,US,EN,discount sports shoes,19990,401,0.51,14,969.98
2026-04-25,US,EN,affordable athletic footwear,826,53,5.43,0,0.0
2026-06-13,APAC,ZH,耐磨网球鞋,12962,238,1.7,3,310.17
2026-06-19,US,EN,best marathon sneakers,2570,69,1.43,1,54.72
2026-01-04,US,EN,running shoes online,2774,66,1.6,1,85.0
2026-01-05,US,EN,affordable athletic footwear,15513,930,1.77,26,2078.12
2026-02-15,US,EN,best marathon sneakers,19010,1472,0.91,47,4881.23
2026-03-16,APAC,JP,ランニングシューズ 評価,19063,561,2.41,6,420.76
2026-05-10,US,EN,buy gym shoes,1907,140,4.48,1,75.8
2026-04-15,US,EN,affordable athletic footwear,18089,1316,1.77,36,2850.31
2026-02-23,APAC,JP,東京 マラソン 靴,13355,498,7.95,1,96.75
2026-04-18,US,EN,best marathon sneakers,17790,823,2.63,9,507.61
2026-02-28,US,EN,discount sports shoes,18099,807,1.01,22,1502.45
2026-02-02,APAC,JP,跑步鞋推荐2026,16392,768,4.11,5,516.12
2026-01-22,APAC,JP,耐磨网球鞋,1013,34,7.51,0,0.0
2026-02-16,APAC,ZH,耐磨网球鞋,10992,277,14.42,0,0.0
2026-05-14,US,EN,running shoes online,8551,336,0.96,8,576.29
2026-01-24,US,EN,affordable athletic footwear,14200,757,0.55,24,1470.7
2026-06-26,APAC,ZH,耐磨网球鞋,14447,638,1.63,5,329.26
2026-04-27,APAC,ZH,耐磨网球鞋,17486,575,2.78,3,285.06
2026-05-06,APAC,EN,東京 マラソン 靴,11908,562,18.26,0,0.0
2026-02-20,US,EN,running shoes online,7812,609,1.99,15,1132.26
2026-04-28,APAC,JP,跑步鞋推荐2026,5504,256,4.91,1,67.4
2026-02-10,US,EN,affordable athletic footwear,14323,310,0.99,7,596.02
2026-03-08,APAC,EN,耐磨网球鞋,11770,509,3.91,2,171.01
2026-03-30,US,EN,running shoes online,15159,1164,1.23,32,2237.74
2026-04-02,US,EN,buy gym shoes,17684,1406,0.63,51,4478.93
2026-05-01,US,EN,best marathon sneakers,5204,202,0.94,7,634.27
2026-03-22,US,EN,discount sports shoes,18812,611,3.74,8,760.93
2026-05-10,APAC,JP,東京 マラソン 靴,870,20,2.1,0,0.0
2026-04-01,US,EN,affordable athletic footwear,9264,636,0.51,21,2056.44
2026-04-10,US,EN,buy gym shoes,14861,713,1.67,19,1962.41
2026-03-19,APAC,ZH,耐磨网球鞋,18677,297,4.12,2,180.21
2026-02-12,APAC,EN,cross-border sports sneakers,16050,258,3.49,1,66.52
2026-05-03,US,EN,running shoes online,2829,151,0.86,5,342.82
2026-02-01,US,EN,buy gym shoes,16629,682,0.68,18,1222.1
2026-05-20,US,EN,best marathon sneakers,19658,753,0.56,25,2877.99
2026-01-23,US,EN,best marathon sneakers,4120,114,0.88,3,253.96
2026-05-24,US,EN,affordable athletic footwear,8147,521,0.85,18,1999.99
2026-06-21,APAC,EN,耐磨网球鞋,8031,225,2.1,2,174.64
2026-01-02,APAC,ZH,耐磨网球鞋,5763,198,8.33,0,0.0
2026-01-07,APAC,ZH,ランニングシューズ 評価,12438,298,11.73,0,0.0
2026-01-21,APAC,ZH,東京 マラソン 靴,5834,271,10.31,0,0.0
2026-04-05,US,EN,discount sports shoes,3788,170,1.37,5,401.52
2026-05-31,US,EN,discount sports shoes,2339,107,0.88,4,377.29
2026-05-06,APAC,ZH,耐磨网球鞋,14510,332,4.37,2,187.24
2026-05-01,US,EN,best marathon sneakers,12256,606,1.52,13,794.88
2026-01-25,US,EN,affordable athletic footwear,12394,947,1.01,33,2945.19
2026-02-04,US,EN,discount sports shoes,8583,175,4.78,2,164.68
2026-06-22,US,EN,buy gym shoes,6235,166,2.58,2,158.62
2026-05-15,APAC,ZH,ランニングシューズ 評価,14366,549,5.33,2,179.38
2026-02-01,APAC,EN,耐磨网球鞋,15600,673,1.96,5,442.34
2026-02-22,APAC,ZH,東京 マラソン 靴,10787,534,3.42,3,216.25
2026-03-10,US,EN,best marathon sneakers,6668,166,4.64,1,106.43
2026-01-25,US,EN,discount sports shoes,6868,339,0.57,13,1046.4
2026-04-05,APAC,ZH,耐磨网球鞋,12215,576,9.17,1,84.85
2026-03-27,US,EN,best marathon sneakers,7738,466,5.69,5,521.88
2026-04-12,US,EN,affordable athletic footwear,17439,491,2.88,7,615.53
2026-03-18,APAC,EN,跑步鞋推荐2026,14669,373,2.92,3,234.34
2026-05-10,US,EN,buy gym shoes,1870,84,1.3,2,184.86
2026-03-27,APAC,JP,ランニングシューズ 評価,10377,172,6.77,0,0.0
2026-03-02,US,EN,affordable athletic footwear,6419,283,1.03,9,507.25
2026-05-17,APAC,EN,跑步鞋推荐2026,1919,84,2.84,0,0.0
2026-02-20,APAC,JP,跑步鞋推荐2026,16921,517,2.59,3,342.15
2026-01-02,APAC,ZH,ランニングシューズ 評価,7512,202,4.99,1,88.74
2026-06-22,APAC,ZH,耐磨网球鞋,1541,53,1.89,0,0.0
2026-02-01,APAC,JP,耐磨网球鞋,15762,349,7.24,1,98.76
2026-03-21,US,EN,buy gym shoes,3197,67,2.87,1,65.97
2026-04-07,APAC,ZH,東京 マラソン 靴,13543,489,4.62,2,169.12
2026-03-16,US,EN,discount sports shoes,16549,1287,1.89,23,2215.78
2026-06-09,US,EN,best marathon sneakers,12884,302,1.96,7,639.3
2026-01-08,APAC,ZH,跑步鞋推荐2026,16328,772,2.39,6,589.05
2026-03-26,APAC,ZH,ランニングシューズ 評価,9408,192,9.36,0,0.0
2026-05-01,APAC,EN,東京 マラソン 靴,9035,248,1.45,3,259.02
2026-01-20,US,EN,affordable athletic footwear,609,17,1.14,0,0.0
2026-05-29,APAC,EN,cross-border sports sneakers,6764,257,2.84,2,166.55
2026-01-07,US,EN,running shoes online,15889,831,1.01,18,1336.74
2026-05-01,US,EN,best marathon sneakers,1285,42,2.4,0,0.0
2026-05-02,APAC,JP,耐磨网球鞋,19195,904,18.49,1,101.72
2026-05-17,US,EN,buy gym shoes,1082,32,0.56,1,79.42
2026-03-27,US,EN,running shoes online,6019,246,1.24,6,489.23
2026-05-10,US,EN,running shoes online,7575,290,0.58,12,1019.36
2026-05-27,APAC,ZH,ランニングシューズ 評価,11955,356,10.42,1,128.1
2026-03-01,US,EN,running shoes online,3682,254,1.39,5,403.93
2026-03-10,APAC,JP,跑步鞋推荐2026,13399,565,7.58,1,95.08
2026-02-14,US,EN,discount sports shoes,18724,806,1.57,17,1286.18
2026-03-03,US,EN,affordable athletic footwear,772,19,0.78,0,0.0
2026-05-18,APAC,JP,耐磨网球鞋,8098,135,5.54,0,0.0
2026-05-03,US,EN,running shoes online,12388,979,0.77,41,3811.88
2026-01-26,US,EN,running shoes online,19513,446,0.75,14,1333.17
2026-01-18,US,EN,running shoes online,16270,827,3.18,11,851.25
2026-02-28,US,EN,running shoes online,1579,60,1.52,1,88.24
2026-05-29,APAC,JP,東京 マラソン 靴,17874,856,3.54,4,358.74
2026-02-15,APAC,ZH,跑步鞋推荐2026,3080,101,3.81,0,0.0
2026-01-12,US,EN,running shoes online,5769,445,0.57,18,1530.64
2026-04-23,US,EN,discount sports shoes,17355,527,0.77,17,1557.74
2026-06-09,US,EN,best marathon sneakers,13687,807,0.98,20,1714.36
2026-06-16,APAC,EN,東京 マラソン 靴,16263,472,5.39,2,155.59
2026-02-24,APAC,ZH,耐磨网球鞋,17395,585,17.23,1,61.62
2026-01-10,APAC,EN,耐磨网球鞋,3502,171,2.33,1,99.17
2026-02-04,US,EN,affordable athletic footwear,17755,877,0.72,35,3113.51
2026-03-21,APAC,ZH,東京 マラソン 靴,16555,336,18.28,0,0.0
2026-01-06,US,EN,discount sports shoes,10527,656,2.73,12,1184.84
2026-05-07,US,EN,affordable athletic footwear,7796,395,3.63,5,487.61
2026-03-09,APAC,JP,東京 マラソン 靴,18404,507,2.46,5,423.74
2026-01-09,US,EN,affordable athletic footwear,3322,180,2.54,3,209.54
2026-06-06,US,EN,buy gym shoes,19671,1228,1.89,30,3087.31
2026-03-12,US,EN,running shoes online,8246,336,0.82,11,1083.49
2026-05-14,APAC,EN,cross-border sports sneakers,18107,469,5.85,1,68.04
2026-02-13,US,EN,running shoes online,18311,1117,3.46,11,1107.63
2026-03-05,US,EN,running shoes online,3667,192,0.54,8,688.64
2026-03-08,APAC,ZH,ランニングシューズ 評価,11361,360,1.24,5,620.51
2026-02-13,US,EN,affordable athletic footwear,3873,198,1.45,5,436.04
2026-04-26,US,EN,best marathon sneakers,19286,706,0.59,19,1225.86
2026-05-22,US,EN,best marathon sneakers,18780,680,2.11,11,1090.73
2026-05-17,US,EN,running shoes online,11142,304,0.65,14,1254.31
2026-05-31,US,EN,buy gym shoes,4559,216,0.98,5,608.49
2026-02-26,US,EN,best marathon sneakers,7458,335,4.83,2,153.03
2026-02-26,APAC,JP,cross-border sports sneakers,5808,241,6.09,1,82.44
2026-05-23,US,EN,buy gym shoes,603,27,2.04,0,0.0
2026-01-07,APAC,JP,ランニングシューズ 評価,12546,364,1.98,2,154.63
2026-05-28,US,EN,running shoes online,4339,163,3.6,2,158.53
2026-01-19,US,EN,buy gym shoes,4222,171,0.57,5,349.74
2026-05-14,US,EN,buy gym shoes,7235,258,1.4,4,360.33
2026-06-28,US,EN,buy gym shoes,2765,88,0.78,3,202.95
2026-02-08,US,EN,best marathon sneakers,6478,472,2.67,9,676.02
2026-03-12,US,EN,affordable athletic footwear,2018,62,3.24,0,0.0
2026-01-25,US,EN,affordable athletic footwear,9030,331,1.09,11,816.63
2026-04-12,US,EN,affordable athletic footwear,15645,1140,1.3,35,3166.4
2026-05-31,US,EN,buy gym shoes,15636,421,1.27,11,937.07
2026-01-11,APAC,ZH,耐磨网球鞋,2745,128,1.48,1,77.02
2026-06-11,APAC,ZH,東京 マラソン 靴,18749,727,1.31,8,483.85
2026-01-31,US,EN,buy gym shoes,13025,539,1.0,12,942.8
2026-06-15,US,EN,running shoes online,5400,403,1.26,7,744.57
2026-04-28,APAC,ZH,ランニングシューズ 評価,15234,756,7.43,2,175.82
2026-04-24,APAC,ZH,耐磨网球鞋,12779,193,5.15,0,0.0
2026-06-23,US,EN,discount sports shoes,15491,976,1.63,25,1759.72
2026-05-20,US,EN,discount sports shoes,19204,1392,3.08,15,1445.93
2026-01-09,APAC,ZH,耐磨网球鞋,9784,163,2.57,1,79.52
2026-05-21,APAC,JP,cross-border sports sneakers,2122,85,2.01,0,0.0
2026-01-20,APAC,ZH,跑步鞋推荐2026,3361,128,2.73,0,0.0
2026-02-28,US,EN,running shoes online,9679,303,1.22,9,854.81
2026-03-26,US,EN,affordable athletic footwear,12308,696,0.69,17,1463.94
2026-05-30,US,EN,best marathon sneakers,3157,143,1.04,4,424.38
2026-03-06,APAC,EN,耐磨网球鞋,8434,338,1.62,3,206.88
2026-03-01,APAC,EN,東京 マラソン 靴,6927,109,4.82,0,0.0
2026-05-05,US,EN,affordable athletic footwear,8473,584,2.87,11,978.32
2026-02-10,US,EN,best marathon sneakers,8614,369,0.7,9,763.26
2026-03-22,US,EN,buy gym shoes,5702,360,0.57,9,805.0
2026-06-22,US,EN,buy gym shoes,11867,829,0.85,22,1966.04
2026-01-04,US,EN,discount sports shoes,9743,382,2.75,7,778.45
2026-03-11,US,EN,affordable athletic footwear,11276,357,0.82,13,1151.95
2026-06-22,US,EN,buy gym shoes,2024,75,0.68,2,187.17
2026-03-24,APAC,JP,跑步鞋推荐2026,6332,144,3.68,0,0.0
2026-04-04,APAC,ZH,ランニングシューズ 評価,18229,699,3.92,4,248.39
2026-05-31,APAC,ZH,耐磨网球鞋,8117,258,13.75,0,0.0
2026-06-09,US,EN,best marathon sneakers,19327,1234,1.43,25,1712.93
2026-03-04,US,EN,running shoes online,1196,72,1.14,2,189.89
2026-01-08,APAC,EN,ランニングシューズ 評価,11386,435,5.11,1,73.77
2026-04-30,US,EN,discount sports shoes,6420,137,1.13,3,190.2
2026-03-26,US,EN,buy gym shoes,6282,209,4.75,2,173.92
2026-04-01,APAC,ZH,東京 マラソン 靴,9549,190,4.15,0,0.0
2026-06-02,US,EN,running shoes online,2152,100,2.75,1,85.44
2026-06-10,APAC,ZH,cross-border sports sneakers,2827,43,3.83,0,0.0
2026-04-26,APAC,ZH,cross-border sports sneakers,3638,176,7.3,0,0.0
2026-04-16,US,EN,buy gym shoes,8337,230,0.55,11,691.33
2026-05-24,APAC,EN,ランニングシューズ 評価,13530,440,6.1,1,88.9
2026-06-13,US,EN,buy gym shoes,12564,628,4.78,8,688.07
2026-03-13,APAC,ZH,東京 マラソン 靴,1981,58,8.6,0,0.0
2026-03-21,US,EN,running shoes online,3855,299,1.16,6,473.62
2026-01-07,US,EN,affordable athletic footwear,7123,435,1.0,11,1291.94
2026-03-10,APAC,ZH,跑步鞋推荐2026,10541,376,1.22,3,240.99
2026-03-28,APAC,JP,東京 マラソン 靴,5222,209,2.74,1,79.1
2026-01-08,APAC,EN,東京 マラソン 靴,18343,357,6.91,1,58.94
2026-05-11,APAC,JP,東京 マラソン 靴,7217,336,12.29,0,0.0
2026-06-12,APAC,EN,cross-border sports sneakers,3197,133,2.73,1,87.49
2026-04-24,US,EN,discount sports shoes,7993,177,3.96,1,54.7
2026-02-05,US,EN,running shoes online,2815,179,1.28,3,351.6
2026-04-10,APAC,ZH,cross-border sports sneakers,3607,90,3.32,0,0.0
2026-03-20,APAC,JP,ランニングシューズ 評価,10498,434,2.72,3,205.38
2026-01-30,US,EN,running shoes online,15902,1197,0.52,34,3357.6
2026-01-15,US,EN,discount sports shoes,17135,1270,3.72,20,1446.47
2026-03-28,APAC,ZH,耐磨网球鞋,19151,553,8.04,2,186.45
2026-02-27,US,EN,discount sports shoes,2852,211,2.3,3,227.73
2026-06-05,APAC,JP,跑步鞋推荐2026,15991,393,2.87,2,147.65
2026-06-19,APAC,ZH,跑步鞋推荐2026,13542,422,2.02,3,186.99
2026-04-07,US,EN,affordable athletic footwear,10680,540,3.7,5,384.54
2026-05-26,APAC,ZH,跑步鞋推荐2026,12756,575,2.86,3,189.41
2026-05-13,APAC,ZH,耐磨网球鞋,13858,494,2.67,5,516.67
2026-05-17,US,EN,affordable athletic footwear,4837,220,2.63,3,216.31
2026-04-12,US,EN,buy gym shoes,2926,221,0.56,7,754.99
2026-04-25,US,EN,discount sports shoes,5195,401,4.89,4,359.83
2026-05-17,APAC,JP,耐磨网球鞋,19250,617,5.08,2,228.25
2026-01-18,US,EN,discount sports shoes,8397,236,0.91,9,586.03
2026-05-23,APAC,JP,東京 マラソン 靴,16983,749,3.93,4,279.8
2026-03-19,US,EN,best marathon sneakers,5511,311,1.29,7,510.96
2026-03-03,APAC,ZH,跑步鞋推荐2026,3484,57,6.78,0,0.0
2026-06-12,US,EN,running shoes online,8893,699,0.58,28,2929.59
2026-02-09,APAC,JP,東京 マラソン 靴,13327,301,14.17,0,0.0
2026-06-28,APAC,ZH,跑步鞋推荐2026,7535,201,1.43,3,175.22
2026-05-04,APAC,ZH,耐磨网球鞋,9608,316,10.87,0,0.0
2026-03-01,APAC,EN,東京 マラソン 靴,2181,74,1.81,0,0.0
2026-02-25,APAC,EN,東京 マラソン 靴,1464,64,1.31,1,55.34
2026-03-25,APAC,EN,耐磨网球鞋,3613,86,4.25,0,0.0
2026-02-10,US,EN,buy gym shoes,4037,226,2.01,4,428.66
2026-01-17,US,EN,discount sports shoes,11067,236,3.83,2,179.86
2026-04-15,US,EN,best marathon sneakers,18152,541,0.88,18,1420.06
2026-01-25,APAC,JP,ランニングシューズ 評価,19773,862,4.3,3,275.27
2026-05-06,US,EN,buy gym shoes,15722,1041,2.7,16,1430.66
2026-04-03,US,EN,buy gym shoes,2782,147,4.03,1,103.0
2026-05-17,US,EN,best marathon sneakers,3080,62,1.69,1,86.53
2026-05-31,US,EN,buy gym shoes,13693,862,1.54,24,1618.31
2026-04-28,APAC,ZH,耐磨网球鞋,15697,362,3.3,2,153.16
2026-01-02,APAC,ZH,耐磨网球鞋,597,10,4.85,0,0.0
2026-02-14,APAC,ZH,東京 マラソン 靴,18618,765,1.51,7,685.8
2026-04-29,APAC,EN,東京 マラソン 靴,2866,123,2.3,1,82.23
2026-06-15,US,EN,best marathon sneakers,1169,88,0.62,3,260.3
2026-05-14,APAC,ZH,東京 マラソン 靴,16621,773,3.8,3,238.58
2026-06-25,US,EN,buy gym shoes,16591,1052,2.58,18,883.44
2026-06-21,APAC,ZH,ランニングシューズ 評価,17257,747,1.61,9,659.02
2026-01-07,APAC,ZH,cross-border sports sneakers,12698,317,24.96,0,0.0
2026-03-07,US,EN,discount sports shoes,15746,1208,2.12,22,1784.34
2026-06-07,APAC,ZH,ランニングシューズ 評価,10147,377,7.26,1,87.52
2026-03-17,APAC,ZH,跑步鞋推荐2026,8727,176,6.85,0,0.0
2026-02-21,US,EN,best marathon sneakers,1639,52,5.03,0,0.0
2026-04-04,APAC,JP,跑步鞋推荐2026,13859,528,8.74,1,88.46
2026-02-05,APAC,JP,東京 マラソン 靴,2491,49,5.87,0,0.0
